Name,Formula,Class,TC,DB,count,Molecular Weight,Sample,RT [min],Area
DG(34:5e),C37 H64 O4,DG,34,5e,38,572.47843,Area: cbr_o81.raw (F9),7.191,484067.705332088
PE(20:1e_18:1),C43 H84 N O7 P,PE,38,2e,52,757.5965,Area: cbr_o81.raw (F9),15.479,634355.195023675
PC(20:1_18:1),C46 H88 N O8 P,PC,38,02,43,813.62209,Area: cbr_o81.raw (F9),13.694,1644051.56937603
DG(32:4e),C35 H62 O4,DG,32,4e,43,546.46293,Area: cbr_o81.raw (F9),6.866,303478.682951037
PE(16:0_16:0),C37 H74 N O8 P,PE,32,00,52,691.51348,Area: cbr_o81.raw (F9),11.49,1613050.1105592
PE(12:0p_24:1),C41 H80 N O7 P,PE,36,1p,52,729.56551,Area: cbr_o81.raw (F9),13.336,918176.183293567
DG(36:6e),C39 H66 O4,DG,36,6e,52,598.49419,Area: cbr_o81.raw (F9),7.356,1095851.05944773
Cer(d16:1_20:0),C36 H71 N O3,Cer,d36,1,42,565.54162,Area: cbr_o81.raw (F9),13.579,1137404.15725539
DG(34:4e),C37 H66 O4,DG,34,4e,52,574.49401,Area: cbr_o81.raw (F9),9.691,2160782.33593392
PE(17:0_19:0),C41 H82 N O8 P,PE,36,00,52,747.57512,Area: cbr_o81.raw (F9),11.645,1482116.01160269
DG(34:3e),C37 H68 O4,DG,34,3e,52,576.50972,Area: cbr_o81.raw (F9),11.682,2031785.93065221
PC(20:0_18:1),C46 H90 N O8 P,PC,38,01,51,815.63768,Area: cbr_o81.raw (F9),15.939,2560538.50758878
PE(20:0p_18:1),C43 H84 N O7 P,PE,38,1p,52,757.59658,Area: cbr_o81.raw (F9),16.939,1880560.27663231
PE(8:0e_10:0),C23 H48 N O7 P,PE,18,0e,51,481.31561,Area: cbr_o81.raw (F9),4.177,932362.324152424
PE(19:0_18:1),C42 H82 N O8 P,PE,37,01,50,759.57676,Area: cbr_o81.raw (F9),14.712,445407.531903931
DG(34:3e),C37 H68 O4,DG,34,3e,47,576.50967,Area: cbr_o81.raw (F9),21.03,150978.808898992
DG(32:4e),C35 H62 O4,DG,32,4e,52,546.4629,Area: cbr_o81.raw (F9),7.858,733062.544479254
PS(18:1_18:2),C42 H76 N O10 P,PS,36,03,40,785.51799,Area: cbr_o81.raw (F9),9.189,2920277.47117657
DG(32:4e),C35 H62 O4,DG,32,4e,50,546.46293,Area: cbr_o81.raw (F9),6.594,763803.988233621
PE(9:0_24:2),C38 H72 N O8 P,PE,33,02,52,701.49797,Area: cbr_o81.raw (F9),8.729,981196.79016943
PE(16:1_20:1),C41 H78 N O8 P,PE,36,02,30,743.54419,Area: cbr_o81.raw (F9),8.627,3886525.3601533
PE(18:1e_18:3),C41 H76 N O7 P,PE,36,4e,52,725.5341,Area: cbr_o81.raw (F9),11.956,2595143.19421894
LPC(14:0),C22 H46 N O7 P,LPC,14,00,52,467.29971,Area: cbr_o81.raw (F9),2.029,506069.145895486
PG(16:1_18:3),C40 H71 O10 P,PG,34,04,52,742.47718,Area: cbr_o81.raw (F9),6.302,414755.987661268
LPC(18:0),C26 H54 N O7 P,LPC,18,00,51,523.36211,Area: cbr_o81.raw (F9),4.11,1107187.67398296
Cer(d14:1_20:0),C34 H67 N O3,Cer,d34,1,52,537.51067,Area: cbr_o81.raw (F9),11.316,880668.838832659
CerP(t17:1_18:2+2O),C35 H66 N O9 P,CerP,t35,3+2O,51,675.44533,Area: cbr_o81.raw (F9),3.978,496678.270760037
PI(18:0_18:3),C45 H81 O13 P,PI,36,03,49,860.53988,Area: cbr_o81.raw (F9),8.955,2870070.8642425
LPC(14:1),C22 H44 N O7 P,LPC,14,01,52,465.28412,Area: cbr_o81.raw (F9),1.645,260840.995218776
PE(34:3e),C39 H74 N O7 P,PE,34,3e,52,699.51853,Area: cbr_o81.raw (F9),10.022,1089433.90898274
PC(38:2),C46 H88 N O8 P,PC,38,02,30,813.62198,Area: cbr_o81.raw (F9),14.424,1054825.84666178
PS(26:2e),C32 H60 N O9 P,PS,26,2e,52,633.3989,Area: cbr_o81.raw (F9),4.021,329656.487538945
PC(8:1e_9:0),C25 H50 N O7 P,PC,17,1e,51,507.33094,Area: cbr_o81.raw (F9),2.553,304366.971752513
PG(18:3_18:2),C42 H73 O10 P,PG,36,05,52,768.4926,Area: cbr_o81.raw (F9),6.555,232061.91157047
CerP(t17:1_16:1+2O),C33 H64 N O9 P,CerP,t33,2+2O,51,649.42989,Area: cbr_o81.raw (F9),3.93,338045.823397102
PC(18:0_17:0),C43 H86 N O8 P,PC,35,00,13,775.60601,Area: cbr_o81.raw (F9),12.691,855160.686924072
PE(8:0e_10:0),C23 H48 N O7 P,PE,18,0e,41,481.31638,Area: cbr_o81.raw (F9),3.054,557336.775762398
PS(38:4),C44 H78 N O10 P,PS,38,04,52,811.53337,Area: cbr_o81.raw (F9),11.881,1347911.6104438
PC(16:1_14:1),C38 H72 N O8 P,PC,30,02,33,701.49741,Area: cbr_o81.raw (F9),6.302,2497335.55374068
PS(16:1_16:1),C38 H70 N O10 P,PS,32,02,52,731.47239,Area: cbr_o81.raw (F9),6.738,354239.409109412
Cer(d14:2_22:0),C36 H69 N O3,Cer,d36,2,41,563.5259,Area: cbr_o81.raw (F9),12.844,1636868.14167065
PS(36:4),C42 H74 N O10 P,PS,36,04,51,783.50252,Area: cbr_o81.raw (F9),9.766,1489346.50741247
PC(20:0_18:1),C46 H90 N O8 P,PC,38,01,17,815.63748,Area: cbr_o81.raw (F9),14.745,2313933.83575962
PS(38:3e),C44 H82 N O9 P,PS,38,3e,52,799.56987,Area: cbr_o81.raw (F9),15.627,1111350.74576541
DG(34:5e),C37 H64 O4,DG,34,5e,46,572.47836,Area: cbr_o81.raw (F9),7.541,561514.931352234
PS(16:1_18:2),C40 H72 N O10 P,PS,34,03,46,757.48783,Area: cbr_o81.raw (F9),7.023,98099.598471793
PS(18:1_20:2),C44 H80 N O10 P,PS,38,03,52,813.54918,Area: cbr_o81.raw (F9),14.183,1154568.29321429
PS(18:1_20:4),C44 H76 N O10 P,PS,38,05,51,809.51665,Area: cbr_o81.raw (F9),10.129,1704438.06463402
PE(20:0_18:2),C43 H82 N O8 P,PE,38,02,29,771.57622,Area: cbr_o81.raw (F9),14.804,203820.185836255
Oleic acid,C18 H34 O2,NA,NA,NA,51,282.2554,Area: cbr_o81.raw (F9),3.138,153648.750198452
PI(16:0_14:1),C39 H73 O13 P,PI,30,01,38,780.47636,Area: cbr_o81.raw (F9),6.479,336245.159723549
PS(36:3),C42 H76 N O10 P,PS,36,03,52,785.51813,Area: cbr_o81.raw (F9),11.652,1553005.09060214
PS(38:4e),C44 H80 N O9 P,PS,38,4e,52,797.55428,Area: cbr_o81.raw (F9),15.283,965732.97457098
LPC(17:0),C25 H52 N O7 P,LPC,17,00,49,509.34632,Area: cbr_o81.raw (F9),3.144,151367.713664705
PE(8:1e_9:0),C22 H44 N O7 P,PE,17,1e,51,465.28449,Area: cbr_o81.raw (F9),2.675,279769.039474787
PS(24:1e),C30 H58 N O9 P,PS,24,1e,51,607.38327,Area: cbr_o81.raw (F9),4.014,174611.957507414
PS(38:5e),C44 H78 N O9 P,PS,38,5e,52,795.53864,Area: cbr_o81.raw (F9),12.394,955972.658815878
PS(38:6),C44 H74 N O10 P,PS,38,06,52,807.50175,Area: cbr_o81.raw (F9),8.792,602079.182517302
PS(38:4e),C44 H80 N O9 P,PS,38,4e,52,797.55428,Area: cbr_o81.raw (F9),13.994,333441.427784821
PC(19:0_18:1),C45 H88 N O8 P,PC,37,01,51,801.63266,Area: cbr_o81.raw (F9),14.367,79502.1440774779
LPC(17:0),C25 H52 N O7 P,LPC,17,00,35,509.34637,Area: cbr_o81.raw (F9),3.362,234222.763786571
PS(33:2),C39 H72 N O10 P,PS,33,02,48,745.48765,Area: cbr_o81.raw (F9),4.339,120479.149566573
PC(9:0_9:0),C26 H52 N O8 P,PC,18,00,52,537.34147,Area: cbr_o81.raw (F9),1.813,60045.3035861544
PS(34:4),C40 H70 N O10 P,PS,34,04,52,755.47093,Area: cbr_o81.raw (F9),7.863,666369.795520221
PC(8:0_10:1),C26 H50 N O8 P,PC,18,01,52,535.32576,Area: cbr_o81.raw (F9),1.595,43758.2704382327
PE(6:0_12:1),C23 H44 N O8 P,PE,18,01,51,493.27912,Area: cbr_o81.raw (F9),1.628,21927.7077795105
LPC(12:0),C20 H42 N O7 P,LPC,12,00,52,439.26842,Area: cbr_o81.raw (F9),1.529,79414.8254875398
PA(60:0),C63 H125 O8 P,PA,60,00,51,1040.90858,Area: cbr_o81.raw (F9),18.747,60036.8774020286
PC(4:0_12:0),C24 H48 N O8 P,PC,16,00,51,509.30999,Area: cbr_o81.raw (F9),1.44,97034.8222129107
PS(38:8),C44 H70 N O10 P,PS,38,08,52,803.47085,Area: cbr_o81.raw (F9),6.521,325910.015272225
LPC(20:1),C28 H56 N O7 P,LPC,20,01,52,549.37756,Area: cbr_o81.raw (F9),4.042,95922.2916020519
Cer(d40:1),C40 H79 N O3,Cer,d40,1,44,621.604,Area: cbr_o81.raw (F9),17.452,113074.076172031
PS(38:5),C44 H76 N O10 P,PS,38,05,34,809.51698,Area: cbr_o81.raw (F9),10.796,608425.759648689
PE(18:0e_18:0),C41 H84 N O7 P,PE,36,0e,49,733.5972,Area: cbr_o81.raw (F9),17.085,83340.3833784505
PS(18:3_18:3),C42 H70 N O10 P,PS,36,06,52,779.47327,Area: cbr_o81.raw (F9),7.142,452160.538537124
PE(9:0_24:2),C38 H72 N O8 P,PE,33,02,24,701.49915,Area: cbr_o81.raw (F9),8.973,130242.76593624
PE(8:0_10:0),C23 H46 N O8 P,PE,18,00,51,495.2949,Area: cbr_o81.raw (F9),1.883,11091.7694312879
PS(16:1_18:3),C40 H70 N O10 P,PS,34,04,52,755.47218,Area: cbr_o81.raw (F9),6.179,194300.910408037
PE(10:1e_10:0),C25 H50 N O7 P,PE,20,1e,51,507.33145,Area: cbr_o81.raw (F9),4.162,110104.040582406
PE(17:0e),C22 H46 N O7 P,PE,17,0e,45,467.30031,Area: cbr_o81.raw (F9),3.464,57264.212277922
LPC(16:2),C24 H46 N O7 P,LPC,16,02,49,491.29969,Area: cbr_o81.raw (F9),1.824,40510.0731808607
PG(18:3_18:3),C42 H71 O10 P,PG,36,06,51,766.4771,Area: cbr_o81.raw (F9),5.81,112449.113114266
PC(16:1),C24 H46 N O8 P,PC,16,01,31,507.29435,Area: cbr_o81.raw (F9),1.341,36953.4624633652
Cer(d17:0_21:1),C38 H75 N O3,Cer,d38,1,23,593.57266,Area: cbr_o81.raw (F9),16.167,337834.238747126
PE(37:3e),C42 H80 N O7 P,PE,37,3e,46,741.5645,Area: cbr_o81.raw (F9),8.941,47247.3102497137
DG(16:2),C19 H32 O5,DG,16,02,37,340.22272,Area: cbr_o81.raw (F9),1.31,15585.7048051136
PE(12:0p_6:0),C23 H46 N O7 P,PE,18,0p,32,479.29972,Area: cbr_o81.raw (F9),1.865,28404.3745363364
PG(28:6),C34 H55 O10 P,PG,28,06,34,654.35219,Area: cbr_o81.raw (F9),4.049,28056.5380220638
PC(16:0_16:1),C40 H78 N O8 P,PC,32,01,2,731.54289000000006,Area: cbr_o81.raw (F9),8.29,110737.842963869
PC(33:4),C41 H74 N O8 P,PC,33,04,3,739.5125,Area: cbr_o81.raw (F9),11.079,87994.9151478222
LPC(16:3),C24 H44 N O7 P,LPC,16,03,39,489.28395,Area: cbr_o81.raw (F9),1.541,8832.85761256873
PC(6:0_11:3),C25 H44 N O8 P,PC,17,03,12,517.28001,Area: cbr_o81.raw (F9),1.21,8215.20186677195
TG(16:0e_13:0_22:5),C54 H96 O5,TG,51,5e,27,824.73178,Area: cbr_o81.raw (F9),20.399,7862.14575494238
PC(16:1_18:1),C42 H80 N O8 P,PC,34,02,52,757.55939,Area: cbr_o89.raw (F10),9.268,259872795.381746
PC(16:1_16:1),C40 H76 N O8 P,PC,32,02,52,729.52826,Area: cbr_o89.raw (F10),7.528,121736474.743313
PE(16:1_18:1),C39 H74 N O8 P,PE,34,02,52,715.51311,Area: cbr_o89.raw (F10),9.693,173042418.878383
TG(4:0_18:1_16:0) +NH4,C41 H76 O6,TG,38,01,45,664.56156,Area: cbr_o89.raw (F10),17.518,19085272.9317651
PC(18:0_18:2),C44 H84 N O8 P,PC,36,02,52,785.5906,Area: cbr_o89.raw (F10),11.319,110636339.418427
PC(16:0_16:1),C40 H78 N O8 P,PC,32,01,52,731.54394,Area: cbr_o89.raw (F10),9.116,143623899.006249
PC(16:0_18:1),C42 H82 N O8 P,PC,34,01,52,759.57513,Area: cbr_o89.raw (F10),11.175,131534938.053031
TG(16:0_16:0_16:1) +NH4,C51 H96 O6,TG,48,01,49,804.71763,Area: cbr_o89.raw (F10),21.056,62190.9366277557
TG(16:1_16:1_16:0) +NH4,C51 H94 O6,TG,48,02,49,802.70214,Area: cbr_o89.raw (F10),20.595,38498.7465652692
TG(16:0_16:1_18:1) +NH4,C53 H98 O6,TG,50,02,52,830.73307,Area: cbr_o89.raw (F10),21.021,93661.5568607419
TG(16:0_16:0_18:1) +NH4,C53 H100 O6,TG,50,01,47,832.74885,Area: cbr_o89.raw (F10),21.39,144803856.347283
PE(16:0_18:1),C39 H76 N O8 P,PE,34,01,52,717.52894,Area: cbr_o89.raw (F10),11.685,111597932.057416
PE(18:1_18:1),C41 H78 N O8 P,PE,36,02,52,743.54441,Area: cbr_o89.raw (F10),11.827,90824541.6875228
PE(18:0_18:3),C41 H76 N O8 P,PE,36,03,52,741.52894,Area: cbr_o89.raw (F10),10.098,93463733.6830305
PC(16:0_18:3),C42 H78 N O8 P,PC,34,03,52,755.54391,Area: cbr_o89.raw (F10),7.879,62184186.1231876
PC(18:1_18:3),C44 H80 N O8 P,PC,36,04,52,781.55948,Area: cbr_o89.raw (F10),8.396,65368595.7386158
TG(16:0_16:1_14:0) +NH4,C49 H92 O6,TG,46,01,35,776.68646,Area: cbr_o89.raw (F10),20.61,2307097.33915327
PE(16:1_16:1),C37 H70 N O8 P,PE,32,02,52,687.48206,Area: cbr_o89.raw (F10),7.856,34688870.1144409
PC(18:1_18:2),C44 H82 N O8 P,PC,36,03,52,783.57498,Area: cbr_o89.raw (F10),9.671,75919848.302305
TG(18:0_18:1_16:0) +NH4,C55 H104 O6,TG,52,01,35,860.77992,Area: cbr_o89.raw (F10),21.675,13062.3791262763
TG(16:1_16:1_18:1) +NH4,C53 H96 O6,TG,50,03,19,828.71772,Area: cbr_o89.raw (F10),20.571,48251082.0525518
LPC(18:1),C26 H52 N O7 P,LPC,18,01,51,521.34616,Area: cbr_o89.raw (F10),3.023,10825599.9787357
PE(16:1_18:2),C39 H72 N O8 P,PE,34,03,52,713.49779,Area: cbr_o89.raw (F10),8.208,28829548.167673
PE(16:0_16:1),C37 H72 N O8 P,PE,32,01,52,689.49767,Area: cbr_o89.raw (F10),9.55,50030509.4456646
LPC(16:1),C24 H48 N O7 P,LPC,16,01,52,493.31494,Area: cbr_o89.raw (F10),2.151,9159932.41099467
PE(12:0p_6:0),C23 H46 N O7 P,PE,18,0p,51,479.29985,Area: cbr_o89.raw (F10),3.141,7973352.47362456
PC(18:0_18:1),C44 H86 N O8 P,PC,36,01,39,787.60654,Area: cbr_o89.raw (F10),13.716,18443590.578506
PE(18:2_18:2),C41 H74 N O8 P,PE,36,04,52,739.51327,Area: cbr_o89.raw (F10),8.773,51426117.3275495
PE(12:0p_24:0),C41 H82 N O7 P,PE,36,0p,52,731.58125,Area: cbr_o89.raw (F10),15.623,20427970.2098585
PE(18:0e_18:3),C41 H78 N O7 P,PE,36,3e,52,727.54987,Area: cbr_o89.raw (F10),12.386,25682651.8034528
PC(16:0_18:3),C42 H78 N O8 P,PC,34,03,50,755.54394,Area: cbr_o89.raw (F10),8.295,36259263.1057927
PE(18:0_18:1),C41 H80 N O8 P,PE,36,01,52,745.56043,Area: cbr_o89.raw (F10),14.175,16379585.7629513
PC(16:1_18:3),C42 H76 N O8 P,PC,34,04,52,753.52827,Area: cbr_o89.raw (F10),6.87,31322506.3096332
PE(10:0p_6:0),C21 H42 N O7 P,PE,16,0p,52,451.2687,Area: cbr_o89.raw (F10),2.237,3598501.93508667
PI(16:1_18:1),C43 H79 O13 P,PI,34,02,52,834.52418,Area: cbr_o89.raw (F10),8.036,5687691.58839056
PE(12:0p_22:0),C39 H78 N O7 P,PE,34,0p,52,703.54997,Area: cbr_o89.raw (F10),13.475,8002395.94665642
PC(16:1_14:0),C38 H74 N O8 P,PC,30,01,52,703.5128,Area: cbr_o89.raw (F10),7.396,7812713.79623176
PE(18:0_18:3),C41 H76 N O8 P,PE,36,03,50,741.52901,Area: cbr_o89.raw (F10),10.816,21594365.4517769
PE(18:3_18:2),C41 H72 N O8 P,PE,36,05,52,737.49752,Area: cbr_o89.raw (F10),7.46,11625807.2128671
PE(18:0e_18:2),C41 H80 N O7 P,PE,36,2e,52,729.56553,Area: cbr_o89.raw (F10),14.008,5660928.78799617
LPC(18:2),C26 H50 N O7 P,LPC,18,02,51,519.33065,Area: cbr_o89.raw (F10),2.359,2368556.70743838
PE(18:0p_18:1),C41 H80 N O7 P,PE,36,1p,52,729.56563,Area: cbr_o89.raw (F10),15.278,10202447.3366259
PE(16:1_18:2),C39 H72 N O8 P,PE,34,03,50,713.49786,Area: cbr_o89.raw (F10),8.683,17351086.3822404
DG(16:0_18:1) +NH4,C37 H70 O5,DG,34,01,52,594.52022,Area: cbr_o89.raw (F10),15.198,3237948.91830524
PE(16:1_18:3),C39 H70 N O8 P,PE,34,04,52,711.48222,Area: cbr_o89.raw (F10),7.145,13601174.6808198
PC(18:0_16:0),C42 H84 N O8 P,PC,34,00,48,761.59081,Area: cbr_o89.raw (F10),13.53,7465999.94052016
PS(39:1),C45 H86 N O10 P,PS,39,01,52,831.59848,Area: cbr_o89.raw (F10),11.321,8219656.11788428
PE(18:2_18:2),C41 H74 N O8 P,PE,36,04,28,739.51326,Area: cbr_o89.raw (F10),8.565,2342045.72956129
PC(18:3_18:2),C44 H78 N O8 P,PC,36,05,51,779.54377,Area: cbr_o89.raw (F10),7.173,17675290.2168624
CerP(d21:2_18:0+O),C39 H76 N O7 P,CerP,d39,2+O,50,701.5334,Area: cbr_o89.raw (F10),11.02,74242.3829815852
PE(18:3_18:3),C41 H70 N O8 P,PE,36,06,52,735.4822,Area: cbr_o89.raw (F10),6.525,15177755.1346591
PE(8:1e_10:1),C23 H44 N O7 P,PE,18,2e,52,477.28441,Area: cbr_o89.raw (F10),2.477,1470103.29674586
LPC(16:0),C24 H50 N O7 P,LPC,16,00,49,495.33073,Area: cbr_o89.raw (F10),2.836,993484.900140753
PI(16:0_16:1),C41 H77 O13 P,PI,32,01,52,808.50874,Area: cbr_o89.raw (F10),7.9,4168833.68560931
PE(12:0p_6:0),C23 H46 N O7 P,PE,18,0p,36,479.29981,Area: cbr_o89.raw (F10),3.341,1318131.22630423
TG(20:0e_16:1_18:1) +NH4,C57 H108 O5,TG,54,2e,52,872.81689,Area: cbr_o89.raw (F10),22.06,2437499.17046953
PG(16:0_18:2),C40 H75 O10 P,PG,34,02,52,746.50824,Area: cbr_o89.raw (F10),8.615,2619407.53015883
PI(16:0_18:1),C43 H81 O13 P,PI,34,01,52,836.53979,Area: cbr_o89.raw (F10),9.721,5604585.64106377
PC(18:0_18:3),C44 H82 N O8 P,PC,36,03,32,783.57499,Area: cbr_o89.raw (F10),10.366,11327535.1597393
PI(18:1_18:2),C45 H81 O13 P,PI,36,03,52,860.53964,Area: cbr_o89.raw (F10),8.388,6765053.17322238
DG(16:1_18:1) +NH4,C37 H68 O5,DG,34,02,51,592.5046,Area: cbr_o89.raw (F10),12.935,1896152.13143695
PC(18:3_18:3),C44 H76 N O8 P,PC,36,06,52,777.52829,Area: cbr_o89.raw (F10),6.298,6289939.63168701
PI(18:2_18:2),C45 H79 O13 P,PI,36,04,52,858.52418,Area: cbr_o89.raw (F10),7.337,7312414.31337282
PS(37:1),C43 H82 N O10 P,PS,37,01,20,803.56729,Area: cbr_o89.raw (F10),9.267,18502368.5209859
PC(8:1e_9:0),C25 H50 N O7 P,PC,17,1e,50,507.33216,Area: cbr_o89.raw (F10),3.016,1488239.63664797
PC(17:1_18:1),C43 H82 N O8 P,PC,35,02,52,771.57522,Area: cbr_o89.raw (F10),10.279,4664054.03163391
CerP(d21:2_18:0+O),C39 H76 N O7 P,CerP,d39,2+O,52,701.53445,Area: cbr_o89.raw (F10),13.023,3771761.95535994
DG(18:1_18:1) +NH4,C39 H72 O5,DG,36,02,51,620.53583,Area: cbr_o89.raw (F10),15.239,1434287.23993064
TG(18:0e_16:1_18:1) +NH4,C55 H104 O5,TG,52,2e,52,844.78549,Area: cbr_o89.raw (F10),21.823,3365972.85292191
PE(12:0p_6:0),C23 H46 N O7 P,PE,18,0p,52,479.30074,Area: cbr_o89.raw (F10),2.145,1513423.66040153
PI(18:0_18:2),C45 H83 O13 P,PI,36,02,52,862.55529,Area: cbr_o89.raw (F10),9.831,4379532.19429659
TG(18:0e_16:0_18:1) +NH4,C55 H106 O5,TG,52,1e,51,846.80124,Area: cbr_o89.raw (F10),22.098,1965193.84995193
PI(16:1_16:1),C41 H75 O13 P,PI,32,02,52,806.4932,Area: cbr_o89.raw (F10),6.586,1828628.29799897
PC(17:0_18:1),C43 H84 N O8 P,PC,35,01,52,773.59063,Area: cbr_o89.raw (F10),11.809,6023527.487028
PG(16:0_16:1),C38 H73 O10 P,PG,32,01,52,720.49272,Area: cbr_o89.raw (F10),8.252,2377316.73404543
DG(16:0_16:1) +NH4,C35 H66 O5,DG,32,01,52,566.48902,Area: cbr_o89.raw (F10),12.858,1983929.33432699
LPC(16:0),C24 H50 N O7 P,LPC,16,00,51,495.33073,Area: cbr_o89.raw (F10),3.066,2156050.94188481
PE(16:1_20:1),C41 H78 N O8 P,PE,36,02,51,743.54409,Area: cbr_o89.raw (F10),8.395,1798614.76648769
PE(8:0e_10:3),C23 H42 N O7 P,PE,18,3e,52,475.26877,Area: cbr_o89.raw (F10),2.002,1386494.78359464
TG(18:0e_16:1_16:0) +NH4,C53 H102 O5,TG,50,1e,52,818.77009,Area: cbr_o89.raw (F10),21.847,1063250.33280456
LPC(18:3),C26 H48 N O7 P,LPC,18,03,52,517.31521,Area: cbr_o89.raw (F10),1.938,1609509.47826756
PS(37:0),C43 H84 N O10 P,PS,37,00,24,805.58317,Area: cbr_o89.raw (F10),11.199,12100960.4692408
PS(18:3_18:3),C42 H70 N O10 P,PS,36,06,52,779.47207,Area: cbr_o89.raw (F10),5.698,3586312.40221516
PC(20:0e_14:1),C42 H84 N O7 P,PC,34,1e,52,745.59614,Area: cbr_o89.raw (F10),13.02,2720422.93595408
PC(16:1_14:1),C38 H72 N O8 P,PC,30,02,49,701.49738,Area: cbr_o89.raw (F10),6.458,1175544.86937241
CerP(t38:1+O),C38 H76 N O8 P,CerP,t38,1+O,51,705.52849,Area: cbr_o89.raw (F10),8.936,2743192.53100465
PG(16:0_18:1),C40 H77 O10 P,PG,34,01,52,748.52412,Area: cbr_o89.raw (F10),10.087,895219.388065433
PE(10:0e_6:0),C21 H44 N O7 P,PE,16,0e,51,453.28433,Area: cbr_o89.raw (F10),3.157,1317104.69822609
TG(16:1_18:2_18:1) +NH4,C55 H98 O6,TG,52,04,11,854.73345,Area: cbr_o89.raw (F10),20.793,4328.14017376789
PS(18:1_18:2),C42 H76 N O10 P,PS,36,03,51,785.51831,Area: cbr_o89.raw (F10),8.59,3037362.96130488
PS(18:0_18:1),C42 H80 N O10 P,PS,36,01,52,789.55022,Area: cbr_o89.raw (F10),12.214,3259288.46366784
PI(16:0_18:3),C43 H77 O13 P,PI,34,03,48,832.50871,Area: cbr_o89.raw (F10),6.871,1119050.83598295
PC(19:0_18:1),C45 H88 N O8 P,PC,37,01,52,801.62203,Area: cbr_o89.raw (F10),14.269,2272242.99214873
PE(20:0e_18:1),C43 H86 N O7 P,PE,38,1e,52,759.61232,Area: cbr_o89.raw (F10),17.192,1947515.72387318
PA(58:0),C61 H121 O8 P,PA,58,00,52,1012.87744,Area: cbr_o89.raw (F10),17.787,1167591.35118815
PG(18:1_18:2),C42 H77 O10 P,PG,36,03,52,772.52372,Area: cbr_o89.raw (F10),8.743,683534.472165164
TG(20:0e_18:1_18:1) +NH4,C59 H112 O5,TG,56,2e,43,900.84825,Area: cbr_o89.raw (F10),22.317,12743.9175297876
DG(34:3e),C37 H68 O4,DG,34,3e,52,576.50967,Area: cbr_o89.raw (F10),21.382,1676773.55994402
PC(32:2),C40 H76 N O8 P,PC,32,02,52,729.52955,Area: cbr_o89.raw (F10),10.707,1623274.6687905
DG(32:3e),C35 H64 O4,DG,32,3e,52,548.47855,Area: cbr_o89.raw (F10),8.248,1036223.3258548
PC(16:1_17:0),C41 H80 N O8 P,PC,33,01,35,745.55946,Area: cbr_o89.raw (F10),9.657,4266962.93376872
PG(16:0_18:3),C40 H73 O10 P,PG,34,03,48,744.49265,Area: cbr_o89.raw (F10),7.157,454207.354120938
PE(20:0e_18:2),C43 H84 N O7 P,PE,38,2e,52,757.59645,Area: cbr_o89.raw (F10),16.086,1364514.63015449
DG(34:4e),C37 H66 O4,DG,34,4e,44,574.49403,Area: cbr_o89.raw (F10),8.05,1975320.56942425
PE(20:0e_18:3),C43 H82 N O7 P,PE,38,3e,52,755.58115,Area: cbr_o89.raw (F10),14.91,2523640.6168997
DG(34:4e),C37 H66 O4,DG,34,4e,40,574.49401,Area: cbr_o89.raw (F10),8.619,563613.552787539
PS(16:0_18:1),C40 H76 N O10 P,PS,34,01,52,761.51878,Area: cbr_o89.raw (F10),9.984,2965891.76533787
PS(18:1_18:3),C42 H74 N O10 P,PS,36,04,52,783.50266,Area: cbr_o89.raw (F10),7.502,3259066.29295645
PS(16:1_18:1),C40 H74 N O10 P,PS,34,02,52,759.5028,Area: cbr_o89.raw (F10),8.222,1638463.38922983
PI(18:3_18:3),C45 H75 O13 P,PI,36,06,52,854.49286,Area: cbr_o89.raw (F10),5.592,1594506.56039287
PI(18:3_18:2),C45 H77 O13 P,PI,36,05,52,856.50853,Area: cbr_o89.raw (F10),6.3,1201801.52850809
PE(20:0_18:1),C43 H84 N O8 P,PE,38,01,52,773.59143,Area: cbr_o89.raw (F10),16.165,1218412.40667839
DG(34:3e),C37 H68 O4,DG,34,3e,49,576.50961,Area: cbr_o89.raw (F10),17.523,182491.762419395
DG(32:3e),C35 H64 O4,DG,32,3e,47,548.47841,Area: cbr_o89.raw (F10),16.074,111848.626618895
DG(20:3e),C23 H40 O4,DG,20,3e,51,380.29108,Area: cbr_o89.raw (F10),16.089,119881.48407057
PI(16:0_18:3),C43 H77 O13 P,PI,34,03,52,832.50866,Area: cbr_o89.raw (F10),7.224,2548339.11108434
PE(17:1_16:0),C38 H74 N O8 P,PE,33,01,51,703.51414,Area: cbr_o89.raw (F10),10.648,269681.074044055
PE(20:1_18:1),C43 H82 N O8 P,PE,38,02,52,771.57627,Area: cbr_o89.raw (F10),14.148,595683.70142771
DG(32:3e),C35 H64 O4,DG,32,3e,51,548.47844,Area: cbr_o89.raw (F10),20.599,534294.686451508
PA(36:0_22:0),C61 H121 O8 P,PA,58,00,51,1012.87736,Area: cbr_o89.raw (F10),17.006,594984.835938694
PG(16:1_16:1),C38 H71 O10 P,PG,32,02,52,718.47729,Area: cbr_o89.raw (F10),6.863,282622.96210805
TG(20:1e_16:1_18:1) +NH4,C57 H106 O5,TG,54,3e,44,870.8007,Area: cbr_o89.raw (F10),21.789,1036751.38888092
PI(16:1_18:1),C43 H79 O13 P,PI,34,02,42,834.52463,Area: cbr_o89.raw (F10),8.256,4583702.00884824
